Date_Str;Attribute;Value;GAMEDATE
We-1/27;NO;was;27/01/2021
We-1/27;OKC;@ pho;27/01/2021
We-1/27;Orl;sac;27/01/2021
We-1/27;Phi;lal;27/01/2021
We-1/27;Pho;okc;27/01/2021
We-1/27;Sac;@ orl;27/01/2021
We-1/27;SA;bos;27/01/2021
We-1/27;Tor;mil;27/01/2021
We-1/27;Uth;dal;27/01/2021
We-1/27;Was;@ nor;27/01/2021
Th-1/28;Det;lal;28/01/2021
Th-1/28;Gsw;@ pho;28/01/2021
Th-1/28;Hou;por;28/01/2021
Th-1/28;LAC;@ mia;28/01/2021
Th-1/28;LAL;@ det;28/01/2021
Th-1/28;Mia;lac;28/01/2021
Th-1/28;Pho;gsw;28/01/2021
Th-1/28;Por;@ hou;28/01/2021
Fr-1/29;Atl;@ was;29/01/2021
Fr-1/29;Bkn;@ okc;29/01/2021
Fr-1/29;Cha;ind;29/01/2021
Fr-1/29;Cle;@ nyk;29/01/2021
Fr-1/29;Dal;@ uta;29/01/2021
Fr-1/29;Den;@ sas;29/01/2021
Fr-1/29;Ind;@ cha;29/01/2021
Fr-1/29;LAC;@ orl;29/01/2021
Fr-1/29;Mil;@ nor;29/01/2021
Fr-1/29;Min;phi;29/01/2021
Fr-1/29;NO;mil;29/01/2021
Fr-1/29;NY;cle;29/01/2021
Fr-1/29;OKC;bkn;29/01/2021
Fr-1/29;Orl;lac;29/01/2021
Fr-1/29;Phi;@ min;29/01/2021
Fr-1/29;Sac;@ tor;29/01/2021
Fr-1/29;SA;den;29/01/2021
Fr-1/29;Tor;sac;29/01/2021
Fr-1/29;Uth;dal;29/01/2021
Fr-1/29;Was;atl;29/01/2021
Sa-1/30;Bos;lal;30/01/2021
Sa-1/30;Cha;mil;30/01/2021
Sa-1/30;Chi;por;30/01/2021
Sa-1/30;Dal;pho;30/01/2021
Sa-1/30;Det;@ gsw;30/01/2021
Sa-1/30;Gsw;det;30/01/2021
Sa-1/30;Hou;@ nor;30/01/2021
Sa-1/30;LAL;@ bos;30/01/2021
Sa-1/30;Mem;@ sas;30/01/2021
Sa-1/30;Mia;sac;30/01/2021
Sa-1/30;Mil;@ cha;30/01/2021
Sa-1/30;NO;hou;30/01/2021
Sa-1/30;Pho;@ dal;30/01/2021
Sa-1/30;Por;@ chi;30/01/2021
Sa-1/30;Sac;@ mia;30/01/2021
Sa-1/30;SA;mem;30/01/2021
Su-1/31;Bkn;@ was;31/01/2021
Su-1/31;Cle;@ min;31/01/2021
Su-1/31;Den;uta;31/01/2021
Su-1/31;Ind;phi;31/01/2021
Su-1/31;LAC;@ nyk;31/01/2021
Su-1/31;Min;cle;31/01/2021
Su-1/31;NY;lac;31/01/2021
Su-1/31;Orl;@ tor;31/01/2021
Su-1/31;Phi;@ ind;31/01/2021
Su-1/31;Tor;orl;31/01/2021
Su-1/31;Uth;@ den;31/01/2021
Su-1/31;Was;bkn;31/01/2021
Mo-2/1;Atl;lal;01/02/2021
Mo-2/1;Cha;@ mia;01/02/2021
Mo-2/1;Chi;nyk;01/02/2021
Mo-2/1;Cle;min;01/02/2021
Mo-2/1;Dal;pho;01/02/2021
Mo-2/1;Den;det;01/02/2021
Mo-2/1;Det;@ den;01/02/2021
Mo-2/1;Hou;@ okc;01/02/2021
Mo-2/1;LAL;@ atl;01/02/2021
Mo-2/1;Mem;@ sas;01/02/2021
Mo-2/1;Mia;cha;01/02/2021
Mo-2/1;Mil;por;01/02/2021
Mo-2/1;Min;@ cle;01/02/2021
Mo-2/1;NO;sac;01/02/2021
Mo-2/1;NY;@ chi;01/02/2021
Mo-2/1;OKC;hou;01/02/2021
Mo-2/1;Pho;@ dal;01/02/2021
Mo-2/1;Por;@ mil;01/02/2021
Mo-2/1;Sac;@ nor;01/02/2021
Mo-2/1;SA;mem;01/02/2021
Tu-2/2;Bos;@ gsw;02/02/2021
Tu-2/2;Bkn;lac;02/02/2021
Tu-2/2;Det;@ uta;02/02/2021
Tu-2/2;Gsw;bos;02/02/2021
Tu-2/2;Ind;mem;02/02/2021
Tu-2/2;LAC;@ bkn;02/02/2021
Tu-2/2;Mem;@ ind;02/02/2021
Tu-2/2;Orl;tor;02/02/2021
Tu-2/2;Tor;@ orl;02/02/2021
Tu-2/2;Uth;det;02/02/2021
We-2/3;Atl;dal;03/02/2021
We-2/3;Bos;@ sac;03/02/2021
We-2/3;Cha;phi;03/02/2021
We-2/3;Chi;nyk;03/02/2021
We-2/3;Cle;lac;03/02/2021
We-2/3;Dal;@ atl;03/02/2021
We-2/3;Hou;@ okc;03/02/2021
We-2/3;Ind;@ mil;03/02/2021
We-2/3;LAC;@ cle;03/02/2021
We-2/3;Mia;was;03/02/2021
We-2/3;Mil;ind;03/02/2021
We-2/3;Min;@ sas;03/02/2021
We-2/3;NO;pho;03/02/2021
We-2/3;NY;@ chi;03/02/2021
We-2/3;OKC;hou;03/02/2021
We-2/3;Phi;@ cha;03/02/2021
We-2/3;Pho;@ nor;03/02/2021
We-2/3;Sac;bos;03/02/2021
We-2/3;SA;min;03/02/2021
We-2/3;Was;@ mia;03/02/2021
Th-2/4;Atl;uta;04/02/2021
Th-2/4;Dal;gsw;04/02/2021
Th-2/4;Den;@ lal;04/02/2021
Th-2/4;Gsw;@ dal;04/02/2021
Th-2/4;Hou;@ mem;04/02/2021
Th-2/4;LAL;den;04/02/2021
Th-2/4;Mem;hou;04/02/2021
Th-2/4;Phi;por;04/02/2021
Th-2/4;Por;@ phi;04/02/2021
Th-2/4;Uth;@ atl;04/02/2021
Fr-2/5;Bos;@ lac;05/02/2021
Fr-2/5;Bkn;tor;05/02/2021
Fr-2/5;Cha;uta;05/02/2021
Fr-2/5;Chi;@ orl;05/02/2021
Fr-2/5;Cle;mil;05/02/2021
Fr-2/5;Det;@ pho;05/02/2021
Fr-2/5;Ind;nor;05/02/2021
Fr-2/5;LAC;bos;05/02/2021
Fr-2/5;Mia;was;05/02/2021
Fr-2/5;Mil;@ cle;05/02/2021
Fr-2/5;Min;@ okc;05/02/2021
Fr-2/5;NO;@ ind;05/02/2021
Fr-2/5;OKC;min;05/02/2021
Fr-2/5;Orl;chi;05/02/2021
Fr-2/5;Pho;det;05/02/2021
Fr-2/5;Tor;@ bkn;05/02/2021
Fr-2/5;Uth;@ cha;05/02/2021
Fr-2/5;Was;@ mia;05/02/2021
Sa-2/6;Atl;tor;06/02/2021
Sa-2/6;Bkn;@ phi;06/02/2021
Sa-2/6;Chi;@ orl;06/02/2021
Sa-2/6;Cle;mil;06/02/2021
Sa-2/6;Dal;gsw;06/02/2021
Sa-2/6;Den;@ sac;06/02/2021
Sa-2/6;Det;@ lal;06/02/2021
Sa-2/6;Gsw;@ dal;06/02/2021
Sa-2/6;Hou;sas;06/02/2021
Sa-2/6;LAL;det;06/02/2021
Sa-2/6;Mem;@ nor;06/02/2021
Sa-2/6;Mil;@ cle;06/02/2021
Sa-2/6;Min;@ okc;06/02/2021
Sa-2/6;NO;mem;06/02/2021
Sa-2/6;NY;por;06/02/2021
Sa-2/6;OKC;min;06/02/2021
Sa-2/6;Orl;chi;06/02/2021
Sa-2/6;Phi;bkn;06/02/2021
Sa-2/6;Por;@ nyk;06/02/2021
Sa-2/6;Sac;den;06/02/2021
Sa-2/6;SA;@ hou;06/02/2021
Sa-2/6;Tor;@ atl;06/02/2021
Su-2/7;Bos;@ pho;07/02/2021
Su-2/7;Cha;por;07/02/2021
Su-2/7;Ind;uta;07/02/2021
Su-2/7;LAC;sac;07/02/2021
Su-2/7;Mia;@ nyk;07/02/2021
Su-2/7;NY;mia;07/02/2021
Su-2/7;Pho;bos;07/02/2021
Su-2/7;Por;@ cha;07/02/2021
Su-2/7;Sac;@ lac;07/02/2021
Su-2/7;Uth;@ ind;07/02/2021
Mo-2/8;Cha;hou;08/02/2021
Mo-2/8;Chi;was;08/02/2021
Mo-2/8;Cle;@ pho;08/02/2021
Mo-2/8;Dal;min;08/02/2021
Mo-2/8;Den;mil;08/02/2021
Mo-2/8;Gsw;@ sas;08/02/2021
Mo-2/8;Hou;@ cha;08/02/2021
Mo-2/8;LAL;okc;08/02/2021
Mo-2/8;Mem;tor;08/02/2021
Mo-2/8;Mil;@ den;08/02/2021
Mo-2/8;Min;@ dal;08/02/2021
Mo-2/8;OKC;@ lal;08/02/2021
Mo-2/8;Pho;cle;08/02/2021
Mo-2/8;SA;gsw;08/02/2021
Mo-2/8;Tor;@ mem;08/02/2021
Mo-2/8;Was;@ chi;08/02/2021
Tu-2/9;Bos;@ uta;09/02/2021
Tu-2/9;Bkn;@ det;09/02/2021
Tu-2/9;Det;bkn;09/02/2021
Tu-2/9;Gsw;@ sas;09/02/2021
Tu-2/9;Hou;@ nor;09/02/2021
Tu-2/9;Mia;nyk;09/02/2021
Tu-2/9;NO;hou;09/02/2021
Tu-2/9;NY;@ mia;09/02/2021
Tu-2/9;Orl;@ por;09/02/2021
Tu-2/9;Phi;@ sac;09/02/2021
Tu-2/9;Por;orl;09/02/2021
Tu-2/9;Sac;phi;09/02/2021
Tu-2/9;SA;gsw;09/02/2021
Tu-2/9;Uth;bos;09/02/2021
We-2/10;Atl;@ dal;10/02/2021
We-2/10;Bkn;ind;10/02/2021
We-2/10;Cha;@ mem;10/02/2021
We-2/10;Chi;nor;10/02/2021
We-2/10;Cle;@ den;10/02/2021
We-2/10;Dal;atl;10/02/2021
We-2/10;Den;cle;10/02/2021
We-2/10;Ind;@ bkn;10/02/2021
We-2/10;LAC;@ min;10/02/2021
We-2/10;LAL;okc;10/02/2021
We-2/10;Mem;cha;10/02/2021
We-2/10;Mil;@ pho;10/02/2021
We-2/10;Min;lac;10/02/2021
We-2/10;NO;@ chi;10/02/2021
We-2/10;OKC;@ lal;10/02/2021
We-2/10;Pho;mil;10/02/2021
We-2/10;Tor;@ was;10/02/2021
We-2/10;Was;tor;10/02/2021
Th-2/11;Det;ind;11/02/2021
Th-2/11;Gsw;orl;11/02/2021
Th-2/11;Hou;mia;11/02/2021
Th-2/11;Ind;@ det;11/02/2021
Th-2/11;Mia;@ hou;11/02/2021
Th-2/11;Orl;@ gsw;11/02/2021
Th-2/11;Phi;@ por;11/02/2021
Th-2/11;Por;phi;11/02/2021
Fr-2/12;Atl;sas;12/02/2021
Fr-2/12;Bos;tor;12/02/2021
Fr-2/12;Cha;min;12/02/2021
Fr-2/12;Chi;lac;12/02/2021
Fr-2/12;Cle;@ por;12/02/2021
Fr-2/12;Dal;nor;12/02/2021
Fr-2/12;Den;okc;12/02/2021
Fr-2/12;LAC;@ chi;12/02/2021
Fr-2/12;LAL;mem;12/02/2021
Fr-2/12;Mem;@ lal;12/02/2021
Fr-2/12;Mil;@ uta;12/02/2021
Fr-2/12;Min;@ cha;12/02/2021
Fr-2/12;NO;@ dal;12/02/2021
Fr-2/12;NY;@ was;12/02/2021
Fr-2/12;OKC;@ den;12/02/2021
Fr-2/12;Orl;@ sac;12/02/2021
Fr-2/12;Por;cle;12/02/2021
Fr-2/12;Sac;orl;12/02/2021
Fr-2/12;SA;@ atl;12/02/2021
Fr-2/12;Tor;@ bos;12/02/2021
Fr-2/12;Uth;mil;12/02/2021
Fr-2/12;Was;nyk;12/02/2021
Sa-2/13;Atl;ind;13/02/2021
Sa-2/13;Bkn;@ gsw;13/02/2021
Sa-2/13;Gsw;bkn;13/02/2021
Sa-2/13;Hou;@ nyk;13/02/2021
Sa-2/13;Ind;@ atl;13/02/2021
Sa-2/13;Mia;@ uta;13/02/2021
Sa-2/13;NY;hou;13/02/2021
Sa-2/13;Phi;@ pho;13/02/2021
Sa-2/13;Pho;phi;13/02/2021
Sa-2/13;Uth;mia;13/02/2021
Su-2/14;Bos;det;14/02/2021
Su-2/14;Cha;sas;14/02/2021
Su-2/14;Cle;@ lac;14/02/2021
Su-2/14;Dal;por;14/02/2021
Su-2/14;Den;lal;14/02/2021
Su-2/14;Det;@ bos;14/02/2021
Su-2/14;LAC;cle;14/02/2021
Su-2/14;LAL;@ den;14/02/2021
Su-2/14;Mem;@ sac;14/02/2021
Su-2/14;Mil;@ okc;14/02/2021
Su-2/14;Min;@ tor;14/02/2021
Su-2/14;OKC;mil;14/02/2021
Su-2/14;Orl;@ pho;14/02/2021
Su-2/14;Pho;orl;14/02/2021
Su-2/14;Por;@ dal;14/02/2021
Su-2/14;Sac;mem;14/02/2021
Su-2/14;SA;@ cha;14/02/2021
Su-2/14;Tor;min;14/02/2021
Mo-2/15;Atl;@ nyk;15/02/2021
Mo-2/15;Bkn;@ sac;15/02/2021
Mo-2/15;Chi;@ ind;15/02/2021
Mo-2/15;Cle;@ gsw;15/02/2021
Mo-2/15;Gsw;cle;15/02/2021
Mo-2/15;Hou;@ was;15/02/2021
Mo-2/15;Ind;chi;15/02/2021
Mo-2/15;LAC;mia;15/02/2021
Mo-2/15;Mia;@ lac;15/02/2021
Mo-2/15;NY;atl;15/02/2021
Mo-2/15;Phi;@ uta;15/02/2021
Mo-2/15;Sac;bkn;15/02/2021
Mo-2/15;Uth;phi;15/02/2021
Mo-2/15;Was;hou;15/02/2021
Tu-2/16;Bos;den;16/02/2021
Tu-2/16;Bkn;@ pho;16/02/2021
Tu-2/16;Den;@ bos;16/02/2021
Tu-2/16;Det;sas;16/02/2021
Tu-2/16;LAL;@ min;16/02/2021
Tu-2/16;Mem;nor;16/02/2021
Tu-2/16;Mil;tor;16/02/2021
Tu-2/16;Min;lal;16/02/2021
Tu-2/16;NO;@ mem;16/02/2021
Tu-2/16;OKC;por;16/02/2021
Tu-2/16;Pho;bkn;16/02/2021
Tu-2/16;Por;@ okc;16/02/2021
Tu-2/16;SA;@ det;16/02/2021
Tu-2/16;Tor;@ mil;16/02/2021
We-2/17;Atl;@ bos;17/02/2021
We-2/17;Bos;atl;17/02/2021
We-2/17;Cha;chi;17/02/2021
We-2/17;Chi;@ cha;17/02/2021
We-2/17;Cle;sas;17/02/2021
We-2/17;Dal;det;17/02/2021
We-2/17;Den;@ was;17/02/2021
We-2/17;Det;@ dal;17/02/2021
We-2/17;Gsw;mia;17/02/2021
We-2/17;Hou;@ phi;17/02/2021
We-2/17;Ind;@ min;17/02/2021
We-2/17;LAC;uta;17/02/2021
We-2/17;Mia;@ gsw;17/02/2021
We-2/17;Min;ind;17/02/2021
We-2/17;NO;por;17/02/2021
We-2/17;NY;@ orl;17/02/2021
We-2/17;Orl;nyk;17/02/2021
We-2/17;Phi;hou;17/02/2021
We-2/17;Por;@ nor;17/02/2021
We-2/17;SA;@ cle;17/02/2021
We-2/17;Uth;@ lac;17/02/2021
We-2/17;Was;den;17/02/2021
Th-2/18;Bkn;@ lal;18/02/2021
Th-2/18;LAL;bkn;18/02/2021
Th-2/18;Mia;@ sac;18/02/2021
Th-2/18;Mil;tor;18/02/2021
Th-2/18;Sac;mia;18/02/2021
Th-2/18;Tor;@ mil;18/02/2021
Fr-2/19;Atl;@ bos;19/02/2021
Fr-2/19;Bos;atl;19/02/2021
Fr-2/19;Cha;den;19/02/2021
Fr-2/19;Chi;@ phi;19/02/2021
Fr-2/19;Dal;@ hou;19/02/2021
Fr-2/19;Den;@ cha;19/02/2021
Fr-2/19;Det;@ mem;19/02/2021
Fr-2/19;Gsw;@ orl;19/02/2021
Fr-2/19;Hou;dal;19/02/2021
Fr-2/19;LAC;uta;19/02/2021
Fr-2/19;Mem;det;19/02/2021
Fr-2/19;Mil;okc;19/02/2021
Fr-2/19;Min;tor;19/02/2021
Fr-2/19;NO;pho;19/02/2021
Fr-2/19;OKC;@ mil;19/02/2021
Fr-2/19;Orl;gsw;19/02/2021
Fr-2/19;Phi;chi;19/02/2021
Fr-2/19;Pho;@ nor;19/02/2021
Fr-2/19;Tor;@ min;19/02/2021
Fr-2/19;Uth;@ lac;19/02/2021
Sa-2/20;Cha;gsw;20/02/2021
Sa-2/20;Chi;sac;20/02/2021
Sa-2/20;Gsw;@ cha;20/02/2021
Sa-2/20;Hou;ind;20/02/2021
Sa-2/20;Ind;@ hou;20/02/2021
Sa-2/20;LAL;mia;20/02/2021
Sa-2/20;Mem;pho;20/02/2021
Sa-2/20;Mia;@ lal;20/02/2021
Sa-2/20;NY;sas;20/02/2021
Sa-2/20;Pho;@ mem;20/02/2021
Sa-2/20;Por;was;20/02/2021
Sa-2/20;Sac;@ chi;20/02/2021
Sa-2/20;SA;@ nyk;20/02/2021
Sa-2/20;Was;@ por;20/02/2021
Su-2/21;Atl;den;21/02/2021
Su-2/21;Bos;@ nor;21/02/2021
Su-2/21;Bkn;@ lac;21/02/2021
Su-2/21;Cle;okc;21/02/2021
Su-2/21;Den;@ atl;21/02/2021
Su-2/21;Det;@ orl;21/02/2021
Su-2/21;LAC;bkn;21/02/2021
Su-2/21;Mil;sac;21/02/2021
Su-2/21;Min;@ nyk;21/02/2021
Su-2/21;NO;bos;21/02/2021
Su-2/21;NY;min;21/02/2021
Su-2/21;OKC;@ cle;21/02/2021
Su-2/21;Orl;det;21/02/2021
Su-2/21;Phi;@ tor;21/02/2021
Su-2/21;Sac;@ mil;21/02/2021
Su-2/21;Tor;phi;21/02/2021
Mo-2/22;Cha;@ uta;22/02/2021
Mo-2/22;Chi;@ hou;22/02/2021
Mo-2/22;Dal;mem;22/02/2021
Mo-2/22;Hou;chi;22/02/2021
Mo-2/22;Ind;sas;22/02/2021
Mo-2/22;LAL;was;22/02/2021
Mo-2/22;Mem;@ dal;22/02/2021
Mo-2/22;Mia;@ okc;22/02/2021
Mo-2/22;OKC;mia;22/02/2021
Mo-2/22;Pho;por;22/02/2021
Mo-2/22;Por;@ pho;22/02/2021
Mo-2/22;SA;@ ind;22/02/2021
Mo-2/22;Uth;cha;22/02/2021
Mo-2/22;Was;@ lal;22/02/2021
Tu-2/23;Atl;@ cle;23/02/2021
Tu-2/23;Bos;@ dal;23/02/2021
Tu-2/23;Bkn;sac;23/02/2021
Tu-2/23;Cle;atl;23/02/2021
Tu-2/23;Dal;bos;23/02/2021
Tu-2/23;Den;por;23/02/2021
Tu-2/23;Det;@ orl;23/02/2021
Tu-2/23;Gsw;@ nyk;23/02/2021
Tu-2/23;LAC;was;23/02/2021
Tu-2/23;Mil;min;23/02/2021
Tu-2/23;Min;@ mil;23/02/2021
Tu-2/23;NY;gsw;23/02/2021
Tu-2/23;Orl;det;23/02/2021
Tu-2/23;Phi;@ tor;23/02/2021
Tu-2/23;Por;@ den;23/02/2021
Tu-2/23;Sac;@ bkn;23/02/2021
Tu-2/23;Tor;phi;23/02/2021
Tu-2/23;Was;@ lac;23/02/2021
We-2/24;Atl;bos;24/02/2021
We-2/24;Bos;@ atl;24/02/2021
We-2/24;Cha;@ pho;24/02/2021
We-2/24;Chi;min;24/02/2021
We-2/24;Cle;hou;24/02/2021
We-2/24;Det;@ nor;24/02/2021
We-2/24;Gsw;@ ind;24/02/2021
We-2/24;Hou;@ cle;24/02/2021
We-2/24;Ind;gsw;24/02/2021
We-2/24;LAL;@ uta;24/02/2021
We-2/24;Mia;tor;24/02/2021
We-2/24;Min;@ chi;24/02/2021
We-2/24;NO;det;24/02/2021
We-2/24;OKC;sas;24/02/2021
We-2/24;Pho;cha;24/02/2021
We-2/24;SA;@ okc;24/02/2021
We-2/24;Tor;@ mia;24/02/2021
We-2/24;Uth;lal;24/02/2021
Th-2/25;Bkn;orl;25/02/2021
Th-2/25;Dal;@ phi;25/02/2021
Th-2/25;Den;was;25/02/2021
Th-2/25;LAC;@ mem;25/02/2021
Th-2/25;Mem;lac;25/02/2021
Th-2/25;Mil;nor;25/02/2021
Th-2/25;NO;@ mil;25/02/2021
Th-2/25;NY;sac;25/02/2021
Th-2/25;Orl;@ bkn;25/02/2021
Th-2/25;Phi;dal;25/02/2021
Th-2/25;Sac;@ nyk;25/02/2021
Th-2/25;Was;@ den;25/02/2021
Fr-2/26;Atl;@ okc;26/02/2021
Fr-2/26;Bos;ind;26/02/2021
Fr-2/26;Cha;@ gsw;26/02/2021
Fr-2/26;Chi;pho;26/02/2021
Fr-2/26;Det;sac;26/02/2021
Fr-2/26;Gsw;cha;26/02/2021
Fr-2/26;Hou;@ tor;26/02/2021
Fr-2/26;Ind;@ bos;26/02/2021
Fr-2/26;LAC;@ mem;26/02/2021
Fr-2/26;LAL;por;26/02/2021
Fr-2/26;Mem;lac;26/02/2021
Fr-2/26;Mia;uta;26/02/2021
Fr-2/26;OKC;atl;26/02/2021
Fr-2/26;Pho;@ chi;26/02/2021
Fr-2/26;Por;@ lal;26/02/2021
Fr-2/26;Sac;@ det;26/02/2021
Fr-2/26;Tor;hou;26/02/2021
Fr-2/26;Uth;@ mia;26/02/2021
Sa-2/27;Bkn;dal;27/02/2021
Sa-2/27;Cle;@ phi;27/02/2021
Sa-2/27;Dal;@ bkn;27/02/2021
Sa-2/27;Den;@ okc;27/02/2021
Sa-2/27;Ind;@ nyk;27/02/2021
Sa-2/27;Min;@ was;27/02/2021
Sa-2/27;NO;@ sas;27/02/2021
Sa-2/27;NY;ind;27/02/2021
Sa-2/27;OKC;den;27/02/2021
Sa-2/27;Orl;uta;27/02/2021
Sa-2/27;Phi;cle;27/02/2021
Sa-2/27;SA;nor;27/02/2021
Sa-2/27;Uth;@ orl;27/02/2021
Sa-2/27;Was;min;27/02/2021
Su-2/28;Atl;@ mia;28/02/2021
Su-2/28;Bos;was;28/02/2021
Su-2/28;Cha;@ sac;28/02/2021
Su-2/28;Chi;@ tor;28/02/2021
Su-2/28;Det;nyk;28/02/2021
Su-2/28;Gsw;@ lal;28/02/2021
Su-2/28;Hou;mem;28/02/2021
Su-2/28;LAC;@ mil;28/02/2021
Su-2/28;LAL;gsw;28/02/2021
Su-2/28;Mem;@ hou;28/02/2021
Su-2/28;Mia;atl;28/02/2021
Su-2/28;Mil;lac;28/02/2021
Su-2/28;Min;pho;28/02/2021
Su-2/28;NY;@ det;28/02/2021
Su-2/28;Pho;@ min;28/02/2021
Su-2/28;Sac;cha;28/02/2021
Su-2/28;Tor;chi;28/02/2021
Su-2/28;Was;@ bos;28/02/2021
Mo-3/1;Bkn;@ sas;01/03/2021
Mo-3/1;Cha;@ por;01/03/2021
Mo-3/1;Chi;den;01/03/2021
Mo-3/1;Cle;@ hou;01/03/2021
Mo-3/1;Dal;@ orl;01/03/2021
Mo-3/1;Den;@ chi;01/03/2021
Mo-3/1;Hou;cle;01/03/2021
Mo-3/1;Ind;@ phi;01/03/2021
Mo-3/1;NO;uta;01/03/2021
Mo-3/1;Orl;dal;01/03/2021
Mo-3/1;Phi;ind;01/03/2021
Mo-3/1;Por;cha;01/03/2021
Mo-3/1;SA;bkn;01/03/2021
Mo-3/1;Uth;@ nor;01/03/2021
Tu-3/2;Atl;@ mia;02/03/2021
Tu-3/2;Bos;lac;02/03/2021
Tu-3/2;Den;@ mil;02/03/2021
Tu-3/2;Det;@ tor;02/03/2021
Tu-3/2;LAC;@ bos;02/03/2021
Tu-3/2;LAL;pho;02/03/2021
Tu-3/2;Mem;@ was;02/03/2021
Tu-3/2;Mia;atl;02/03/2021
Tu-3/2;Mil;den;02/03/2021
Tu-3/2;NY;@ sas;02/03/2021
Tu-3/2;Pho;@ lal;02/03/2021
Tu-3/2;SA;nyk;02/03/2021
Tu-3/2;Tor;det;02/03/2021
Tu-3/2;Was;mem;02/03/2021
We-3/3;Atl;@ orl;03/03/2021
We-3/3;Bkn;@ hou;03/03/2021
We-3/3;Cha;@ min;03/03/2021
We-3/3;Chi;@ nor;03/03/2021
We-3/3;Cle;ind;03/03/2021
We-3/3;Dal;okc;03/03/2021
We-3/3;Gsw;@ por;03/03/2021
We-3/3;Hou;bkn;03/03/2021
We-3/3;Ind;@ cle;03/03/2021
We-3/3;LAL;@ sac;03/03/2021
We-3/3;Min;cha;03/03/2021
We-3/3;NO;chi;03/03/2021
We-3/3;OKC;@ dal;03/03/2021
We-3/3;Orl;atl;03/03/2021
We-3/3;Phi;uta;03/03/2021
We-3/3;Por;gsw;03/03/2021
We-3/3;Sac;lal;03/03/2021
We-3/3;Uth;@ phi;03/03/2021
Th-3/4;Bos;tor;04/03/2021
Th-3/4;Den;@ ind;04/03/2021
Th-3/4;Ind;den;04/03/2021
Th-3/4;LAC;@ was;04/03/2021
Th-3/4;Mem;mil;04/03/2021
Th-3/4;Mia;@ nor;04/03/2021
Th-3/4;Mil;@ mem;04/03/2021
Th-3/4;NO;mia;04/03/2021
Th-3/4;OKC;@ sas;04/03/2021
Th-3/4;Por;sac;04/03/2021
Th-3/4;Sac;@ por;04/03/2021
Th-3/4;SA;okc;04/03/2021
Th-3/4;Tor;@ bos;04/03/2021
Th-3/4;Was;lac;04/03/2021
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
